Sylhet,Sunamganj,Dowarabazar,Duhalia,Badeguruspur Cc ,10012818,CC Badeguruspur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dowarabazar,Duhalia,Dohalia USC,10002142,USC Dohalia,USC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dowarabazar,Duhalia,Dharmapur Cc ,10012819,CC Dharmapur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dowarabazar,Duhalia,Menda Cc ,10012820,CC Menda ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dowarabazar,Lakshmipur,Boitahkhi CC ,10024969,CC Boitahkhi ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dowarabazar,Lakshmipur,Laxmipur USC,10013133,USC Laxmipur,USC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dowarabazar,Lakshmipur,Eruyakhai Cc ,10012821,CC Eruyakhai ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dowarabazar,Lakshmipur,Kaiyajuri Cc ,10012822,CC Kaiyajuri ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dowarabazar,Lakshmipur,Mahabatpur Cc ,10012823,CC Mahabatpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dowarabazar,Lakshmipur,Math Gao Cc ,10012824,CC Math Gao ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dowarabazar,Lakshmipur,Mollapara Cc ,10012825,CC Mollapara ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dowarabazar,Lakshmipur,Ranabhumi Cc ,10012826,CC Ranabhumi ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dowarabazar,Lakshmipur,Tenra Tila Cc ,10012827,CC Tenra Tila ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dowarabazar,Mannargaon,Mannargow (Hajarigow) Cc,10019086,CC Mannargow (Hajarigow),CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dowarabazar,Mannargaon,Pireejpur Cc,10018739,CC Pireejpur,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dowarabazar,Mannargaon,Putiposhi (Jalalpur) Cc,10019089,CC Putiposhi (Jalalpur),CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dowarabazar,Narsing Pur,Doargaon Cc,10018738,CC Doargaon,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dowarabazar,Narsing Pur,Khairgaon Cc,10018736,CC Khairgaon,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dowarabazar,Narsing Pur,Sonapur Cc,10018737,CC Sonapur,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Dowarabazar,Pandergaon,Jalshi Cc,10019088,CC Jalshi,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jagannathpur,Asharkandi,Baro Pechi Cc ,10012828,CC Baro Pechi ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jagannathpur,Asharkandi,Jahirpur USC,10002147,USC Jahirpur,USC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jagannathpur,Asharkandi,North Daorai Cc ,10012829,CC North Daorai ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jagannathpur,Asharkandi,Patkura Cc ,10012830,CC Patkura ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jagannathpur,Haldipur,Bhurakhali Cc ,10012831,CC Bhurakhali ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jagannathpur,Haldipur,Goprapur Cc ,10012832,CC Goprapur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jagannathpur,Haldipur,Samadal Cc ,10012833,CC Samadal ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jagannathpur,Kalkalia,Kalkalia Cc ,10012834,CC Kalkalia ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jagannathpur,Kalkalia,Budhrail USC,10002145,USC Budhrail,USC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jagannathpur,Kalkalia,Mojidpur Cc ,10013299,CC Mojidpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jagannathpur,Kalkalia,Parargao Cc ,10012836,CC Parargao ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jagannathpur,Mirpur,Garagari Kandi Cc ,10012837,CC Garagari Kandi ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jagannathpur,Mirpur,Hasanfatemapur USC,10002146,USC Hasanfatemapur,USC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jagannathpur,Mirpur,Sriram Shri Cc ,10012838,CC Sriram Shri ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jagannathpur,Pailgaon,Gotgao Cc ,10012839,CC Gotgao ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jagannathpur,Pailgaon,Banglabazar USC,10002144,USC Banglabazar,USC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jagannathpur,Pailgaon,Sadhin Bazar Cc ,10012840,CC Sadhin Bazar ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jagannathpur,Pailgaon,Sayedpur Cc ,10013303,CC Sayedpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jagannathpur,Patali,Bangao Cc ,10012841,CC Bangao ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jagannathpur,Patali,Lohargao Cc ,10012842,CC Lohargao ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jagannathpur,Patali,Patli Cc ,10013301,CC Patli ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jagannathpur,Raniganj,Baghmoyna Cc ,10012844,CC Baghmoyna ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jagannathpur,Raniganj,Meghar Kandi Cc ,10012845,CC Meghar Kandi ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jagannathpur,Raniganj,Noyagao Cc ,10012846,CC Noyagao ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jagannathpur,Raniganj,Sibganj Cc ,10012847,CC Sibganj ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jagannathpur,Syed Pur,Pirer Gao Cc ,10012848,CC Pirer Gao ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jagannathpur,Syed Pur,Kamarkal USC,10002148,USC Kamarkal,USC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jagannathpur,Syed Pur,Saidpur Cc ,10012849,CC Saidpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jagannathpur,Syed Pur,Shahar Para Cc ,10012850,CC Shahar Para ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jamalganj,Beheli,Ahsanpur Cc,10012851,CC Ahsanpur,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jamalganj,Beheli,Harinagar Cc,10018740,CC Harinagar,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jamalganj,Fenarbak,Amanipur Cc ,10012853,CC Amanipur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jamalganj,Fenarbak,Gajariya Cc ,10012854,CC Gajariya ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jamalganj,Fenarbak,Khujargao Cc ,10012855,CC Khujargao ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jamalganj,Fenarbak,Sujatpur Cc ,10012856,CC Sujatpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jamalganj,Jamalganj,Chanpur Cc ,10012858,CC Chanpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jamalganj,Jamalganj,Sonarbangla (Jamalganj) USC,10002151,USC Sonarbangla (Jamalganj),USC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jamalganj,Jamalganj,Kaminipur Cc ,10012859,CC Kaminipur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jamalganj,Jamalganj,Laksmipur Cc ,10012860,CC Laksmipur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jamalganj,Jamalganj,Lambabak Cc ,10012861,CC Lambabak ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jamalganj,Jamalganj,Rampur Cc ,10012862,CC Rampur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jamalganj,Sachna Bazar,Bharathpur (Najatpur) Cc ,10013306,CC Bharathpur (Najatpur) ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jamalganj,Sachna Bazar,Ramnagar Cc ,10012863,CC Ramnagar ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jamalganj,Vimkhali,Chanbare Cc ,10013307,CC Chanbare ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jamalganj,Vimkhali,Fekul Mahamudpur Cc ,10012866,CC Fekul Mahamudpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Jamalganj,Vimkhali,Mullikpur Cc ,10013309,CC Mullikpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Sulla,Atgaon,Eyarabad Cc ,10018641,CC Eyarabad ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Sulla,Bahara,Hori Pur Cc ,10018847,CC Hori Pur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Sulla,Habibpur,Achanpur Cc ,10012874,CC Achanpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Sulla,Habibpur,Bishnapur Cc ,10012875,CC Bishnapur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Sulla,Habibpur,Habibpur Cc ,10012876,CC Habibpur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Sulla,Sulla,Adityapur Cc ,10012877,CC Adityapur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Sulla,Sulla,Sulla USC,10002153,USC Sulla,USC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Sulla,Sulla,Manuya Cc ,10012878,CC Manuya ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Sulla,Sulla,Srihail Cc ,10012879,CC Srihail ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Tahirpur,Balijuri,Puranbarunk Cc ,10012901,CC Puranbarunk ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Tahirpur,Baradal,Brammangao Cc ,10012904,CC Brammangao ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Tahirpur,Baradal,Karai Gora Cc ,10012905,CC Karai Gora ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Tahirpur,Baradal,Khastal Chargao Cc ,10012906,CC Khastal Chargao ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Tahirpur,Dakshin Sreepur,Mahajampur Cc ,10012902,CC Mahajampur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Tahirpur,Dakshin Sreepur,Sreepur USC,10013146,USC Sreepur,USC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Tahirpur,Dakshin Sreepur,Paindup Cc ,10012903,CC Paindup ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Tahirpur,Uttar Badaghat,Binnakuli Cc ,10012896,CC Binnakuli ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Tahirpur,Uttar Badaghat,Jaitapur Cc ,10012897,CC Jaitapur ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Tahirpur,Uttar Badaghat,Laurergar Cc ,10012898,CC Laurergar ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Tahirpur,Uttar Badaghat,Sohala Cc ,10012899,CC Sohala ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Tahirpur,Uttar Sreepur,Baliyaghat Cc ,10012907,CC Baliyaghat ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Tahirpur,Uttar Sreepur,Birendra Nagor Cc ,10012908,CC Birendra Nagor ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Tahirpur,Uttar Sreepur,Kalagao Cc ,10012909,CC Kalagao ,CC,,,,,,,,,,,,,,,,
Sylhet,Sunamganj,Tahirpur,Uttar Sreepur,Lakma Cc ,10012910,CC Lakma ,CC,,,,,,,,,,,,,,,,


Division,District,Upazila,Union,CC Name,Facility/Organization Code,Facility Name,Facility Type,Note,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Austagram,Adampur,Adampur Cc ,10005726,CC Adampur ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Austagram,Adampur,Batura Cc ,10005727,CC Batura ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Austagram,Adampur,Tukarkandi Cc ,10005728,CC Tukarkandi ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Austagram,Austagram,Hablipara Cc ,10005729,CC Hablipara ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Austagram,Austagram,Kolapara Cc ,10005730,CC Kolapara ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Austagram,Austagram,Shonaidighirpar Cc ,10005731,CC Shonaidighirpar ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Austagram,Bangal Para,Laura Cc ,10005732,CC Laura ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Austagram,Bangal Para,Rothani Cc ,10005733,CC Rothani ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Austagram,Deoghar,Alinagar Cc ,10005734,CC Alinagar ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Austagram,Deoghar,Deoghor Cc ,10005735,CC Deoghor ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Austagram,Kalma,Shibla Cc ,10005736,CC Shibla ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Austagram,Kastail,Vatshala Cc ,10005737,CC Vatshala ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Austagram,Khayerpur,Bajuka CC,10019576,CC Bajuka,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Austagram,Khayerpur,Kadamchal Cc,10019574,CC Kadamchal,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Austagram,Khayerpur,Khoyerpur Cc ,10005724,CC Khoyerpur ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Austagram,Khayerpur,Kolimpur Cc ,10005725,CC Kolimpur ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Austagram,Khayerpur,Abdullapur Cc,10019575,CC Abdullapur,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Austagram,Purba Austagram,Birgaon Cc ,10005738,CC Birgaon ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Austagram,Purba Austagram,Shekerhati Cc ,10005739,CC Shekerhati ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bajitpur,Baliardi,Babuchairman Cc,10018749,CC Babuchairman,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bajitpur,Baliardi,Jakir Hossain Cc,10018756,CC Jakir Hossain,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bajitpur,Baliardi,Simultola Shafiuddin Cc,10018753,CC Simultola Shafiuddin,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bajitpur,Dighirpar,Horishoba Cc,10018752,CC Horishoba,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bajitpur,Dighirpar,Moharani CC ,10025070,CC Moharani ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bajitpur,Dilalpur,Noapara Cc ,10005740,CC Noapara ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bajitpur,Gazir Char,Hazi Lotifa Julmot Nur CC ,10025073,CC Hazi Lotifa Julmot Nur ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bajitpur,Gazir Char,Rokeya Shamsul Haque CC,10018758,CC Rokeya Shamsul Haque,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bajitpur,Halimpur,Bamangaon Cc ,10005741,CC Bamangaon ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bajitpur,Halimpur,Halimpur USC,10000224,USC Halimpur,USC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bajitpur,Halimpur,Shahalom Rehana CC ,10025071,CC Shahalom Rehana ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bajitpur,Hilachia,Gyanpur Cc ,10005742,CC Gyanpur ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bajitpur,Hilachia,Hilachia USC,10000225,USC Hilachia,USC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bajitpur,Hilachia,Juhura Abdul Malek CC ,10025074,CC Juhura Abdul Malek ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bajitpur,Hilachia,Lauhogaon Cc ,10005743,CC Lauhogaon ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bajitpur,Humaipur,Tangusipur Cc,10018755,CC Tangusipur,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bajitpur,Humaipur,Humainpur USC,10000226,USC Humainpur,USC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bajitpur,Kailag,Hazi Riyachat Ali Cc,10018751,CC Hazi Riyachat Ali,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bajitpur,Kailag,Matiur Rahman Cc,10018750,CC Matiur Rahman,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bajitpur,Kailag,Osman Goni Cc,10018757,CC Osman Goni,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bajitpur,Maij Char,Hazi Sadat Ali Cc,10018754,CC Hazi Sadat Ali,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bajitpur,Pirijpur,Gojariya Cc ,10005744,CC Gojariya ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bajitpur,Pirijpur,Nilkihapaniya Cc ,10005745,CC Nilkihapaniya ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bajitpur,Pirijpur,Noagaon Nilki Cc ,10005746,CC Noagaon Nilki ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bajitpur,Pirijpur,Pirijpur Cc ,10005747,CC Pirijpur ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bajitpur,Sarar Char,Kamalpur Cc ,10005748,CC Kamalpur ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bajitpur,Sarar Char,Sararchar USC,10000228,USC Sararchar,USC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bajitpur,Sarar Char,Machhimpur Cc ,10005749,CC Machhimpur ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bajitpur,Sarar Char,Purangaon Cc ,10005750,CC Purangaon ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bajitpur,Sarar Char,Teghariya Cc ,10005751,CC Teghariya ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bhairab,Aganagar,Aganagar Cc ,10005752,CC Aganagar ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bhairab,Aganagar,Jagmohanpur Cc ,10005753,CC Jagmohanpur ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bhairab,Aganagar,Lundhiya Cc ,10005754,CC Lundhiya ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bhairab,Bhairab Bazar Pouroshova,Bhairab USC,10000229,USC Bhairab,USC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bhairab,Gazaria,Bhasgari Cc ,10018030,CC Bhasgari ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bhairab,Gazaria,Manikdi Nayahati Cc ,10005755,CC Manikdi Nayahati ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bhairab,Kalika Prasad,Akbarnagar Cc ,10005756,CC Akbarnagar ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bhairab,Kalika Prasad,Siddirchar Cc ,10005757,CC Siddirchar ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bhairab,Sadakpur,Mendipur CC ,10025178,CC Mendipur ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bhairab,Sadakpur,Moutopi CC ,10025179,CC Moutopi ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bhairab,Sadakpur,Rasulpur CC ,10018033,CC Rasulpur ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bhairab,Shimulkandi,Chandpur CC,10024954,CC Chandpur,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bhairab,Shimulkandi,Shimul Kandi USC,10000231,USC Shimul Kandi,USC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bhairab,Shimulkandi,Gochhamara Cc ,10005758,CC Gochhamara ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Bhairab,Sreenagar,Sreenagor CC ,10025180,CC Sreenagor ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Hossainpur,Araibaria,Araibaria CC,10019578,CC Araibaria,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Hossainpur,Araibaria,Dhankura Cc ,10005759,CC Dhankura ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Hossainpur,Araibaria,Dhuljhuri Cc ,10005760,CC Dhuljhuri ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Hossainpur,Araibaria,Jamial CC,10019579,CC Jamial,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Hossainpur,Gobindapur,Gabindapur Cc ,10005761,CC Gabindapur ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Hossainpur,Gobindapur,Gonmanpurura Cc ,10005763,CC Gonmanpurura ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Hossainpur,Gobindapur,Madakhola Cc ,10005764,CC Madakhola ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Hossainpur,Gobindapur,Panan Cc ,10005765,CC Panan ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Hossainpur,Gobindapur,Uttar Gabindapur Cc ,10005762,CC Uttar Gabindapur ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Hossainpur,Jinari,Birkatihari CC,10019581,CC Birkatihari,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Hossainpur,Jinari,Char Hazipur CC,10019582,CC Char Hazipur,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Hossainpur,Jinari,Halima CC,10019580,CC Halima,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Hossainpur,Pumdi,Bilchatol Cc ,10005766,CC Bilchatol ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Hossainpur,Pumdi,Jogdol Cc ,10005767,CC Jogdol ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Hossainpur,Pumdi,Rampur Cc ,10005768,CC Rampur ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Hossainpur,Sahedal,Kurimara Cc,10019587,CC Kurimara,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Hossainpur,Sahedal,Shahadal CC,10019586,CC Shahadal,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Hossainpur,Sidhla,Haranja CC,10019584,CC Haranja,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Hossainpur,Sidhla,Massara Cc,10019583,CC Massara,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Hossainpur,Sidhla,Tansedla CC,10019585,CC Tansedla,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Itna,Badla,Kushi Cc ,10005769,CC Kushi ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Itna,Badla,Badla USC,10000233,USC Badla,USC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Itna,Badla,Thaneshbar Cc ,10005770,CC Thaneshbar ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Itna,Baribari,Pachkahniya Cc ,10005771,CC Pachkahniya ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Itna,Baribari,Shimulbag Cc ,10005772,CC Shimulbag ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Itna,Chauganga,Chauganga Cc ,10005773,CC Chauganga ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Itna,Chauganga,Komolvog CC ,10025275,CC Komolvog ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Itna,Dhanpur,Shohila CC ,10025276,CC Shohila ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Itna,Dhanpur,Shuvadrapur Cc ,10017664,CC Shuvadrapur ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Itna,Elongjuri,Barahatkobila Cc ,10005775,CC Barahatkobila ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Itna,Elongjuri,Kaktangur CC,10019588,CC Kaktangur,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Itna,Itna,Betega Cc ,10005776,CC Betega ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Itna,Itna,Itna Purbagram Cc ,10005777,CC Itna Purbagram ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Itna,Itna,Udiarpar Cc ,10005778,CC Udiarpar ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Itna,Joy Siddhi,Birkul Cc ,10005779,CC Birkul ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Itna,Joy Siddhi,Pagolshi Cc ,10005780,CC Pagolshi ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Itna,Mirna,Doilong Cc ,10005774,CC Doilong ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Itna,Mirna,Gojariya Cc ,10017663,CC Gojariya ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Itna,Mirna,Jhurkandi Cc ,10005781,CC Jhurkandi ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Itna,Mirna,Laimpasha Cc ,10005782,CC Laimpasha ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Itna,Raituti,Dhara Cc ,10005783,CC Dhara ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Itna,Raituti,Dokkhinraji Cc ,10005784,CC Dokkhinraji ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Itna,Raituti,Pongdolon Cc ,10005785,CC Pongdolon ,CC,,,,,,,,,,,,,,,,
Dhaka,Kishoreganj,Itna,Raituti,Uttar Raji Cc ,10017662,CC Uttar Raji ,CC,,,,,,,,,,,,,,,,
